item_id,post_url,post_uri,post_cid,author_handle,author_did,post_datetime,text,post_type,parent_post_uri,root_post_uri,language,like_count,repost_count,reply_count,quote_count,collector,collection_datetime,search_term_or_method_that_surfaced_it,Has_image,detected_language,engagement_as_of_datetime,enrichment_status,Has_relevant_replies,Seems_relevant_to_collector,source_item_id,snowball_depth,snowball_edge_type
704,https://bsky.app/profile/alvarofreitas.bsky.social/post/3m4teuku3yc2h,at://did:plc:72hzafcoy6rr4uafuezdueuu/app.bsky.feed.post/3m4teuku3yc2h,bafyreieosxledaft7t6wrhd2qictup3vqav6kr2n6enqrycbarf6j6c57e,alvarofreitas.bsky.social,did:plc:72hzafcoy6rr4uafuezdueuu,2025-11-04T20:30:48.622Z,"caraca, descobri aqui um labeler por um comentário e recomendo bem viu: etiquetador com infos automáticas tipo

""mudou de foto de perfil x vezes só hoje""
""posta mais de 100 vezes por dia""
""postou o mesmo link mais de 50 vez""

recomendado

bsky.app/profile/stec...",post,,,"en,pt",26,5,2,7,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,pt,2026-06-26T14:06:34.776511+00:00,ok,,,,,
705,https://bsky.app/profile/feliciadavin.com/post/3m4sp7gygds2d,at://did:plc:7wzbwoi3qeoiehxfgo4lxfi4/app.bsky.feed.post/3m4sp7gygds2d,bafyreihkmgoof7q6ddooty3md5epntch22olafigglws6ad5yzoo2xeryu,feliciadavin.com,did:plc:7wzbwoi3qeoiehxfgo4lxfi4,2025-11-04T14:03:11.348Z,this labeler looks useful for finding bots: bsky.app/profile/stec...,post,,,en,2,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
706,https://bsky.app/profile/willroar.bsky.social/post/3m4slnlss222j,at://did:plc:wtqdedkgqxynzos2mlnmfxub/app.bsky.feed.post/3m4slnlss222j,bafyreihtb67dhfgvo4ityjc7mnwnxwnjaipo5ndh2jjwt2ekj3uhttnuaq,willroar.bsky.social,did:plc:wtqdedkgqxynzos2mlnmfxub,2025-11-04T12:59:31.200Z,bam! bsky.app/profile/stec...,reply,at://did:plc:25djycwtjyjocat746ytjvmf/app.bsky.feed.post/3m4slhge2t222,at://did:plc:25djycwtjyjocat746ytjvmf/app.bsky.feed.post/3m4sk3o64rs22,en,3,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
707,https://bsky.app/profile/kulthea.net/post/3m4ses6zmv22s,at://did:plc:q7pa426voh7sonfsa5czhohd/app.bsky.feed.post/3m4ses6zmv22s,bafyreicwn5ps5wdipwszqoxm3iqkaovryp3beswwen43toqnispr7pdwpe,kulthea.net,did:plc:q7pa426voh7sonfsa5czhohd,2025-11-04T10:56:49.372Z,"I'm just now learning about BlueSky Labelers. This one is pretty useful.

bsky.app/profile/stec...",post,,,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
708,https://bsky.app/profile/jonhendren.com/post/3m4s5ekyybs2q,at://did:plc:tbnrtasq73cfnuwyl6in3rhl/app.bsky.feed.post/3m4s5ekyybs2q,bafyreia5m32ib7qmw47f3apmhsf7gqjevylvqcw52l6nko2caxcwjsjhte,jonhendren.com,did:plc:tbnrtasq73cfnuwyl6in3rhl,2025-11-04T08:43:55.971Z,good labeler to tag the real freaks here bsky.app/profile/stec...,post,,,en,423,92,7,33,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
709,https://bsky.app/profile/nateschenkkan.bsky.social/post/3m4qthaazqs2x,at://did:plc:idfozrgxosvj6clz5ssugc33/app.bsky.feed.post/3m4qthaazqs2x,bafyreigofk33pelqqwrxyz36zozxpowtffafdyvylliqfqftdxllrsngai,nateschenkkan.bsky.social,did:plc:idfozrgxosvj6clz5ssugc33,2025-11-03T20:13:48.216Z,"I don’t know who turned me on to this automated labeler that tells you who is posting hundreds of times a day, who never stops posting, etc, but it’s great 

bsky.app/profile/stec...",post,,,en,7,2,1,1,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
710,https://bsky.app/profile/parkscopejoe.bsky.social/post/3m4qslopnkk2t,at://did:plc:s5c7bzfahvdk765yr7snvtdy/app.bsky.feed.post/3m4qslopnkk2t,bafyreif6zr2vdmhes5fnt3dmwhl3puteugl2onbgvetv5p47dwbbfk6ple,parkscopejoe.bsky.social,did:plc:s5c7bzfahvdk765yr7snvtdy,2025-11-03T19:58:23.851Z,"bsky.app/profile/stec...

Great tool!!!",reply,at://did:plc:nk4x5yzmysvtzffghi6x6grd/app.bsky.feed.post/3m4qsh5tm2226,at://did:plc:vasmwozbxda25bah7d6sb3ja/app.bsky.feed.post/3m4qaacafr22q,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
711,https://bsky.app/profile/dylanschenker.com/post/3m4qoc3e6ik25,at://did:plc:szpanvczvxnu25lbg6uolxbf/app.bsky.feed.post/3m4qoc3e6ik25,bafyreieh33ccq5imj4n63mvzi6y3honxcwsttfhrpduvpsa3vs7j4o2tzy,dylanschenker.com,did:plc:szpanvczvxnu25lbg6uolxbf,2025-11-03T18:41:26.594Z,I started using this labeler last week and if I've learned anything it is that several people I follow are posting upwards of 50-100 times a day bsky.app/profile/stec...,post,,,en,1,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
712,https://bsky.app/profile/apenwarr.ca/post/3m4qgawwp6c2c,at://did:plc:7dudjk2uag3q4wb7l6vfe5yk/app.bsky.feed.post/3m4qgawwp6c2c,bafyreievudwwi2dl2mc2ec7yprntghv72dzf2t3l32ez6u5uj5xdqchjfq,apenwarr.ca,did:plc:7dudjk2uag3q4wb7l6vfe5yk,2025-11-03T16:17:38.469Z,This is pretty neat labeler for quieting the noisiest parts of ”extremely online” discussions without having to block people. bsky.app/profile/stec...,post,,,en,20,5,2,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
713,https://bsky.app/profile/robinsonmeyer.bsky.social/post/3m4qbydcu4c2v,at://did:plc:wv5oyzuuatuizbqifq6xcdcg/app.bsky.feed.post/3m4qbydcu4c2v,bafyreiaiveitpw44gkt6n22ylgczojzqdcf6w4uu5wx2kbvohfijcpeut4,robinsonmeyer.bsky.social,did:plc:wv5oyzuuatuizbqifq6xcdcg,2025-11-03T15:01:14.487Z,STech Labels is basically the “They Live” glasses for understanding why your timeline always has same set of people in it: bsky.app/profile/stec...,post,,,en,10,2,0,2,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
714,https://bsky.app/profile/iedamarcondes.com/post/3m4q6cjbauc2f,at://did:plc:iebzj2c3y57wjzf775pvuzo2/app.bsky.feed.post/3m4q6cjbauc2f,bafyreie32bvlsq5ez5egbzn5bjktzelbmyhhv7v3b2v37tzelcytos5yea,iedamarcondes.com,did:plc:iebzj2c3y57wjzf775pvuzo2,2025-11-03T13:55:21.310Z,"Não conhecia este rotulador. Ele serve pra informar quando uma conta tem atividade suspeita (alterações no perfil várias vezes no mesmo dia, publica mais de 100 posts num único dia etc).
bsky.app/profile/stec...",post,,,en,12,6,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,pt,2026-06-26T14:06:34.776511+00:00,ok,,,,,
715,https://bsky.app/profile/loreandordure.com/post/3m4prchbub22u,at://did:plc:rd4lmw2zthdkmj2ifdg5hrqa/app.bsky.feed.post/3m4prchbub22u,bafyreichs5l47zrvjkdy4ntcqosi2gwjjfvvcereop4fetkiygxnc2ohfa,loreandordure.com,did:plc:rd4lmw2zthdkmj2ifdg5hrqa,2025-11-03T10:02:40.588Z,"Going to recommend this new labeller that does some really interesting (and potentially super-useful) things, even though it has slapped me with a ‘too online’ badge of shame pretty much immediately. 😂

bsky.app/profile/stec...",post,,,en,7,2,0,1,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
716,https://bsky.app/profile/beaujackal.bsky.social/post/3m4p7on45th2a,at://did:plc:a6we76v4qgl4afvtahf757gs/app.bsky.feed.post/3m4p7on45th2a,bafyreihhezffe65gq35xsjwrrqzzj7w7zt5arhczdtciidv67b6uqnb2ea,beaujackal.bsky.social,did:plc:a6we76v4qgl4afvtahf757gs,2025-11-03T04:47:21.993Z,"Oh holy shit there's a labeler that calls out Chronic Posters.
""No breaks greater than 2 hours yesterday""
""More than 50 posts yesterday""
""Posted the same link more than 15 times""
bsky.app/profile/stec...",post,,,en,4,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
717,https://bsky.app/profile/yinzer.bsky.social/post/3m4oadz4uo22m,at://did:plc:qp2etqdyylxaxile4i5jme52/app.bsky.feed.post/3m4oadz4uo22m,bafyreicuaoyz6h7zqjlgeadcqdcqqodq4nmffx45oqq5ui7jkz25x522xq,yinzer.bsky.social,did:plc:qp2etqdyylxaxile4i5jme52,2025-11-02T19:26:39.504Z,Labeller: bsky.app/profile/stec...,reply,at://did:plc:54rsw7u5cb2rko6evayfn5xp/app.bsky.feed.post/3m4oa7ywt222h,at://did:plc:z3uh6dme22hydm4loftjktaj/app.bsky.feed.post/3m4gm6a3cic2s,en,1,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
718,https://bsky.app/profile/batariangal.eurosky.social/post/3m4o7ic4iuc2e,at://did:plc:umokacyt44veykd6qw5zokyi/app.bsky.feed.post/3m4o7ic4iuc2e,bafyreigzkyrqvulit7gisymc2oc2odneygfz7thxyvyxndkxp6pba4jane,batariangal.eurosky.social,did:plc:umokacyt44veykd6qw5zokyi,2025-11-02T19:11:09.405Z,It’s this one: bsky.app/profile/stec...,reply,at://did:plc:umokacyt44veykd6qw5zokyi/app.bsky.feed.post/3m4o77kwwtk2e,at://did:plc:umokacyt44veykd6qw5zokyi/app.bsky.feed.post/3m4o76l7frc2e,en,2,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
719,https://bsky.app/profile/intense.wiggling.me/post/3m4o6v2qidc22,at://did:plc:ebdbfysevfnbpbqe5mitldiq/app.bsky.feed.post/3m4o6v2qidc22,bafyreigqlz457t6mzpxrq5d5gwdeqqu7hnjog3etz7rot6zblnz72mj7aa,intense.wiggling.me,did:plc:ebdbfysevfnbpbqe5mitldiq,2025-11-02T19:00:24.137Z,bsky.app/profile/stec...,reply,at://did:plc:rcz47akihsfzqluplkfr7jki/app.bsky.feed.post/3m4o44wcxzk24,at://did:plc:ebdbfysevfnbpbqe5mitldiq/app.bsky.feed.post/3m4nzg7mpws2d,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
720,https://bsky.app/profile/mikanbox.neocities.org/post/3m4nmtfo6hk25,at://did:plc:6zg7vm7qaj73zmrowci4exxr/app.bsky.feed.post/3m4nmtfo6hk25,bafyreie2wv45jawbsgw6ftwtjoemimfphrdic6ht6zvysrsnx3lqxjkjhm,mikanbox.neocities.org,did:plc:6zg7vm7qaj73zmrowci4exxr,2025-11-02T13:37:21.133Z,"saw this earlier and it looks like a pretty interesting labeler! does stuff like showing accounts that unfollowed a ton of accounts recently, that posts without long breaks, changes their profile often, if they post a lot (lol)...

bsky.app/profile/stec...",post,,,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
721,https://bsky.app/profile/kissane.myatproto.social/post/3m4miocz5lk2b,at://did:plc:qrt5rykojeg5sbsajbu4zdke/app.bsky.feed.post/3m4miocz5lk2b,bafyreih23wkblpbq6ywzflxa6wrm76j4bffzkeeev2k4ycuitb2wnms3yi,kissane.myatproto.social,did:plc:qrt5rykojeg5sbsajbu4zdke,2025-11-02T02:50:15.862Z,"Flipped this on earlier and holy god do some of you post a lot

bsky.app/profile/stec...",post,,,en,181,40,14,11,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
722,https://bsky.app/profile/rich.lafferty.ca/post/3m4mijcmodc2y,at://did:plc:jldsdoe5mqnqgqcgqdrs44av/app.bsky.feed.post/3m4mijcmodc2y,bafyreibcka2ytbizrwp7igbxly2lwrxykgrs7oj3ihnl5qqpcrbdrft2cu,rich.lafferty.ca,did:plc:jldsdoe5mqnqgqcgqdrs44av,2025-11-02T02:47:27.689Z,"interesting new(?) labeler: 

""A research project from Cornell Tech, investigating using automated signals to help users have more context about the accounts they are interacting with.""

bsky.app/profile/stec...",post,,,en,2,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
723,https://bsky.app/profile/gamrican.bsky.social/post/3m4lykdr4422n,at://did:plc:cyt66ejfsjitdvznsiztfcnc/app.bsky.feed.post/3m4lykdr4422n,bafyreicyec46lw7h5ofu64m3cbplprdw6m3qmldjex2vpkfuvaw3vyxwjm,gamrican.bsky.social,did:plc:cyt66ejfsjitdvznsiztfcnc,2025-11-01T22:01:42.569Z,"Useful subscription list for filtering out bots, and other spammers/fraudsters.

OP subscription list is at: bsky.app/profile/stec...",quote,,,en,2,1,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
724,https://bsky.app/profile/bajablastoise.bsky.social/post/3m4lts4ydas2i,at://did:plc:rpkporveknwelaphgsfmjmxe/app.bsky.feed.post/3m4lts4ydas2i,bafyreiehhinhgkfvbd4xf2d3coamuguqnyhxwavmyyxaj5hjh32tfnl7ta,bajablastoise.bsky.social,did:plc:rpkporveknwelaphgsfmjmxe,2025-11-01T20:36:35.190Z,Excellent labeler for catching spammy behaviors: bsky.app/profile/stec...,reply,at://did:plc:rpkporveknwelaphgsfmjmxe/app.bsky.feed.post/3m3i6i7r6jc2m,at://did:plc:rpkporveknwelaphgsfmjmxe/app.bsky.feed.post/3lacbgr5wdd2q,en,1,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
725,https://bsky.app/profile/victorsvector.com/post/3m4lrsgvaj22y,at://did:plc:jfda6xfy4ncaf72omkvrbkko/app.bsky.feed.post/3m4lrsgvaj22y,bafyreiczhcwjfvebpwimj7lryz3mpsedvw34wj7nfgiramdld5jcqgpaju,victorsvector.com,did:plc:jfda6xfy4ncaf72omkvrbkko,2025-11-01T20:00:58.076Z,"Ooo I really like this! I haven't really been using labelers but this was one that I could see behind super useful to filter out accounts if rather not even bother with

bsky.app/profile/stec...",quote,,,en,0,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
726,https://bsky.app/profile/eugenevinitsky.bsky.social/post/3m4lql3qp6k27,at://did:plc:5wm25vgenhgut3iqfjf4ozj5/app.bsky.feed.post/3m4lql3qp6k27,bafyreiazjsevppqbxiyvii62dhsgscr5ldftqrjsykem5xs3u4357rbvgy,eugenevinitsky.bsky.social,did:plc:5wm25vgenhgut3iqfjf4ozj5,2025-11-01T19:38:57.779Z,This labeler is such a clever way of making spam visible. Bluesky wins yet again: bsky.app/profile/stec...,post,,,en,157,41,5,10,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
727,https://bsky.app/profile/powerllama.com/post/3m4jwj76tb222,at://did:plc:id4meknqgwfhiwzx2totlj2i/app.bsky.feed.post/3m4jwj76tb222,bafyreig4hqcpududfo7z32v3mupdrsqxn3t6e66nslhca4byueofxtuip4,powerllama.com,did:plc:id4meknqgwfhiwzx2totlj2i,2025-11-01T02:19:57.260Z,well this is an interesting labeler now isn't it bsky.app/profile/stec...,post,,,en,1,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
728,https://bsky.app/profile/demarko.org/post/3m4iorgzq322q,at://did:plc:rrkr5yvwfzgobtvbxz6g6gnf/app.bsky.feed.post/3m4iorgzq322q,bafyreig36gntgrf2xlggsijmz5hvgwsjawjzicf7obmq2rcvutiu3qvdny,demarko.org,did:plc:rrkr5yvwfzgobtvbxz6g6gnf,2025-10-31T14:28:44.244Z,This is a fascinating labeler bsky.app/profile/stec...,post,,,en,16,2,0,4,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
729,https://bsky.app/profile/lastnpcalex.agency/post/3m4hdlh7kmk2f,at://did:plc:ccxl3ictrlvtrrgh5swvvg47/app.bsky.feed.post/3m4hdlh7kmk2f,bafyreibl4nplommtweftqlmpkoo7ba7zb6mavaor7dr3t3tvuc37gmmyw4,lastnpcalex.agency,did:plc:ccxl3ictrlvtrrgh5swvvg47,2025-10-31T01:35:52.208Z,"these labels slap btw:

bsky.app/profile/stec...",post,,,en,8,1,0,1,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
730,https://bsky.app/profile/dxmnkd316.bsky.social/post/3m4h6owjxsk23,at://did:plc:44p7m65grfgr23lauypucca6/app.bsky.feed.post/3m4h6owjxsk23,bafyreihxkhkjvkhwegziozdk3skt4mhqnc3woontnpowt5hpuqg773fsi4,dxmnkd316.bsky.social,did:plc:44p7m65grfgr23lauypucca6,2025-10-31T00:08:20.234Z,"Completely forgot the link

bsky.app/profile/stec...",reply,at://did:plc:44p7m65grfgr23lauypucca6/app.bsky.feed.post/3m4h6nssg2k23,at://did:plc:uyqnubfj3qlho6psy6uvvt6u/app.bsky.feed.post/3m4h5fmtb5c2g,en,0,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
731,https://bsky.app/profile/thehonorable.net/post/3m3sg6kpapk2f,at://did:plc:cacztvsxf7l5gseqwny7opvy/app.bsky.feed.post/3m3sg6kpapk2f,bafyreihocmjbwrxbwwpuxrevtgxiygqeljva6sahxakdybxzwrjicbhsee,thehonorable.net,did:plc:cacztvsxf7l5gseqwny7opvy,2025-10-22T17:56:26.382Z,"Disxovered a new labeler that tags things like accounts that post a same URL repeatedly, change their profile a lot, just post without a pause, and ither automated signals bsky.app/profile/stec...",post,,,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
732,https://bsky.app/profile/aesthetic.northsky.social/post/3m2pvbxtvuk2e,at://did:plc:4y3wcmmyzmcpgearodhrbsae/app.bsky.feed.post/3m2pvbxtvuk2e,bafyreihtar7crjbvlhcubap7muwm622c26t3bhs5tfthmecs437q6iovdu,aesthetic.northsky.social,did:plc:4y3wcmmyzmcpgearodhrbsae,2025-10-09T00:23:36.114Z,bsky.app/profile/stec...,reply,at://did:plc:fvnmggzvyssxb5wzruvrzviq/app.bsky.feed.post/3m2pv6jed722s,at://did:plc:4y3wcmmyzmcpgearodhrbsae/app.bsky.feed.post/3m2puijce7k2i,en,1,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
733,https://bsky.app/profile/rigakuoxfordxrd.bsky.social/post/3lyuf2ovyes2r,at://did:plc:5aue2ct6lohneo4rbjm4sf7v/app.bsky.feed.post/3lyuf2ovyes2r,bafyreif4yfk6gocaqnlour3cclh6shjntiqolcgfyudkwidclqbxiqczo4,rigakuoxfordxrd.bsky.social,did:plc:5aue2ct6lohneo4rbjm4sf7v,2025-09-15T08:26:07.430Z,"Congratulations our social media competition winner: lnkd.in/eqNhAwxb by Kinan Al-Namourah who got the most likes (107).

Honorable mentions to Diane Dickie in 2nd (90 likes) lnkd.in/etQHucAr
...and @stecanossa.bsky.social in 3rd (69 aggregated likes) bsky.app/profile/stec...

#ROD10atECM #ECM35",quote,,,en,7,1,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
734,https://bsky.app/profile/vickilanger.dev/post/3mbmfhzpr622x,at://did:plc:lguxjtegubfafom3rfn5xhxk/app.bsky.feed.post/3mbmfhzpr622x,bafyreiew56fdag3p45e2wtgwi4vgdraabhp423ttglzy4rdnv3zoyolwxy,vickilanger.dev,did:plc:lguxjtegubfafom3rfn5xhxk,2026-01-04T16:59:01.712Z,Is this the Touch Grass or the Chronically Online labeler? I keep getting them confused 😏 😆,reply,at://did:plc:l2ktomvijz42t6hfqaxl7gq6/app.bsky.feed.post/3mbmcudjnfc2f,at://did:plc:l2ktomvijz42t6hfqaxl7gq6/app.bsky.feed.post/3mbmcudjnfc2f,en,1,0,1,0,keyword search,2026-06-26T14:05:00.228985+00:00,chronically online labeler,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
735,https://bsky.app/profile/xan.lol/post/3m7xy3jyln224,at://did:plc:q7suwaz53ztc4mbiqyygbn43/app.bsky.feed.post/3m7xy3jyln224,bafyreifu2c3yuqz43iwor7475ydtk2r4offwmhqmyriy7eb37ckr75mgkm,xan.lol,did:plc:q7suwaz53ztc4mbiqyygbn43,2025-12-14T20:40:57.531Z,i love chronically online labeler thank you chronically online labeler,post,,,en,8,0,1,0,keyword search,2026-06-26T14:05:00.228985+00:00,chronically online labeler,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
736,https://bsky.app/profile/jpco.io/post/3motpdyodns2b,at://did:plc:22xstdwhy7asvvfnklhonuij/app.bsky.feed.post/3motpdyodns2b,bafyreifalyj4gshnsndrsfe7wkdpxmyuu2mxbgf4ld5qezkf5mf7537ptu,jpco.io,did:plc:22xstdwhy7asvvfnklhonuij,2026-06-22T01:11:53.148Z,I don't know if I'm ready for the information provided by the Account Activity Labeler. feels like truths too powerful to behold,post,,,en,2,0,0,0,keyword search,2026-06-26T14:05:00.228985+00:00,account activity labeler,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
737,https://bsky.app/profile/cannedone.bsky.social/post/3moqmhpumuc27,at://did:plc:36nk23oih3ctklqxeeuptp5f/app.bsky.feed.post/3moqmhpumuc27,bafyreieybrkp2r6ncjq6bh75r3afy7q2fhujuoa5d4fif66imch66fgmdi,cannedone.bsky.social,did:plc:36nk23oih3ctklqxeeuptp5f,2026-06-20T19:42:17.694Z,"I subscribed to the Account Activity Labeler s.tech.cornell.edu/labeler/ which labels accounts that bulk (un)follow and post a lot etc

None of my following or followers have alerts; what amazing quality people you all are! Thanks for following; your likes, interactions, chats and just being you! 😃",post,,,en,2,0,0,0,keyword search,2026-06-26T14:05:00.228985+00:00,account activity labeler,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
738,https://bsky.app/profile/thewassy153.bsky.social/post/3moq4mbaw3k2t,at://did:plc:kvab6stz3ilhosvp3f6scqkr/app.bsky.feed.post/3moq4mbaw3k2t,bafyreidx2y4icyl35yz3r656k2qsnfvjyldptfffwcweeutsmjkyajyc4a,thewassy153.bsky.social,did:plc:kvab6stz3ilhosvp3f6scqkr,2026-06-20T14:58:30.271Z,does the account activity labeler show you your own labels or am i just that lame to it,post,,,en,0,0,1,0,keyword search,2026-06-26T14:05:00.228985+00:00,account activity labeler,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
739,https://bsky.app/profile/saintbyleth.itch.io/post/3mnwx3lexus2q,at://did:plc:z2ninnrvwz6zuhuldmdkf7eu/app.bsky.feed.post/3mnwx3lexus2q,bafyreia2l6uhxd32xoxldnysimqdnk7e4jbqmi7wnkq5rmpy2xfuuozbbm,saintbyleth.itch.io,did:plc:z2ninnrvwz6zuhuldmdkf7eu,2026-06-10T14:43:08.296Z,I got that account activity labeler and damnnnn some of u guys need to log off,post,,,en,1,0,0,0,keyword search,2026-06-26T14:05:00.228985+00:00,account activity labeler,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
740,https://bsky.app/profile/deathflare.bsky.social/post/3mnvf6j33jk2j,at://did:plc:mznicu5we2urqyp43pcewqmp/app.bsky.feed.post/3mnvf6j33jk2j,bafyreicfaihd22g7xbsblq5rc2wz4v7p3lhwsgnuephr2tyfifs2ptxsfy,deathflare.bsky.social,did:plc:mznicu5we2urqyp43pcewqmp,2026-06-09T23:49:59.445Z,i truly do love the account activity labeler because sometimes a post will annoy me but also have this combo above it. a very grounding reminder that i should just move on,post,,,en,6,0,0,0,keyword search,2026-06-26T14:05:00.228985+00:00,account activity labeler,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
741,https://bsky.app/profile/skelemann.bsky.social/post/3mmevb6vyqk22,at://did:plc:d4usaeqpj4qb64m6tp6ukazc/app.bsky.feed.post/3mmevb6vyqk22,bafyreiat5f7fnlpdt62euqwomzq6wg4kc2wk4oyne7r5uy3y4wmw2t5lmq,skelemann.bsky.social,did:plc:d4usaeqpj4qb64m6tp6ukazc,2026-05-21T16:57:22.147Z,"Account Activity Labeler displays a bunch of stuff
bsky.app/profile/did:...

In this this is some dork who mass follows and unfollows people to goad people into following back before he rugpulls it away 

Its some 2012 type desperation tactic",reply,at://did:plc:grl6wzjcm4bj5oftixu2gb6q/app.bsky.feed.post/3mmetnk2w3s2q,at://did:plc:d4usaeqpj4qb64m6tp6ukazc/app.bsky.feed.post/3mmetkt3dus2r,en,1,0,1,0,keyword search,2026-06-26T14:05:00.228985+00:00,account activity labeler,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
742,https://bsky.app/profile/warrenterra.bsky.social/post/3mlyswtorys26,at://did:plc:xfrwohjwxmkytdzadc4lqqy6/app.bsky.feed.post/3mlyswtorys26,bafyreicpt2hqyai3c4a6cozhnihekxkx5ljhvlzevyjmfqdj7fct6a4you,warrenterra.bsky.social,did:plc:xfrwohjwxmkytdzadc4lqqy6,2026-05-16T21:43:50.487Z,There's an account activity labeler that suggests most of the people I see posting regularly don't go over (or don't often go way over) 50 posts a day - though it would be vexing to be rate-limited when you were in the middle of a dialogue.,reply,at://did:plc:5gy3v7opwo3bfoa7dojkfhvp/app.bsky.feed.post/3mlypv5pqtk24,at://did:plc:cbhnuflsctq2s7mu4iqcuauq/app.bsky.feed.post/3mlyouqlfik2z,en,1,0,1,0,keyword search,2026-06-26T14:05:00.228985+00:00,account activity labeler,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
